Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
94,The Dilemma,"$69,721,966","$48,475,290",69.5%,"$21,246,676",30.5%,2011.csv,2011
95,Something Borrowed,"$65,100,369","$39,046,489",60%,"$26,053,880",40%,2011.csv,2011
96,The Darkest Hour,"$64,626,786","$21,443,494",33.2%,"$43,183,292",66.8%,2011.csv,2011
97,Hanna,"$63,782,078","$40,259,119",63.1%,"$23,522,959",36.9%,2011.csv,2011
98,Footloose 2011 Re-release,"$63,543,328","$51,802,742",81.5%,"$11,740,586",18.5%,2011.csv,2011
99,Conan the Barbarian,"$63,523,283","$21,295,021",33.5%,"$42,228,262",66.5%,2011.csv,2011
100,Colombiana,"$63,458,440","$36,665,854",57.8%,"$26,792,586",42.2%,2011.csv,2011
101,From Up on Poppy Hill,"$61,459,425","$1,002,895",1.6%,"$60,456,530",98.4%,2011.csv,2011
102,One Day,"$59,389,433","$13,843,771",23.3%,"$45,545,662",76.7%,2011.csv,2011
103,The Tree of Life,"$58,409,247","$13,303,319",22.8%,"$45,105,928",77.2%,2011.csv,2011
104,Beginning of the Great Revival,"$58,309,289","$151,000",0.3%,"$58,158,289",99.7%,2011.csv,2011
105,Killer Elite,"$57,084,522","$25,124,966",44%,"$31,959,556",56%,2011.csv,2011
106,Silent Hill: Revelation,"$55,362,705","$17,529,157",31.7%,"$37,833,548",68.3%,2011.csv,2011
107,Extremely Loud & Incredibly Close,"$55,247,881","$31,847,881",57.6%,"$23,400,000",42.4%,2011.csv,2011
108,Madea's Big Happy Family,"$54,161,287","$53,345,287",98.5%,"$816,000",1.5%,2011.csv,2011
109,War of the Arrows,"$50,587,661","$251,200",0.5%,"$50,336,461",99.5%,2011.csv,2011
110,Winnie the Pooh,"$49,871,429","$26,692,846",53.5%,"$23,178,583",46.5%,2011.csv,2011
111,Arthur,"$48,147,945","$33,035,397",68.6%,"$15,112,548",31.4%,2011.csv,2011
112,Soul Surfer,"$47,120,948","$43,853,424",93.1%,"$3,267,524",6.9%,2011.csv,2011
113,The Debt,"$45,636,368","$31,177,548",68.3%,"$14,458,820",31.7%,2011.csv,2011
114,Beastly,"$43,202,283","$27,865,571",64.5%,"$15,336,712",35.5%,2011.csv,2011
115,Shaolin,"$42,741,494","$66,099",0.2%,"$42,675,395",99.8%,2011.csv,2011
116,Born to Be Wild,"$41,644,475","$25,978,556",62.4%,"$15,665,919",37.6%,2011.csv,2011
117,Shark Night 3D,"$41,363,927","$18,877,153",45.6%,"$22,486,774",54.4%,2011.csv,2011
118,50/50,"$41,097,853","$35,014,192",85.2%,"$6,083,661",14.8%,2011.csv,2011
119,Fright Night,"$41,002,607","$18,302,607",44.6%,"$22,700,000",55.4%,2011.csv,2011
120,Drive Angry,"$40,909,909","$10,721,033",26.2%,"$30,188,876",73.8%,2011.csv,2011
121,30 Minutes or Less,"$40,662,632","$37,053,924",91.1%,"$3,608,708",8.9%,2011.csv,2011
122,The Roommate,"$40,492,652","$37,300,000",92.1%,"$3,192,652",7.9%,2011.csv,2011
123,Dream House,"$39,984,400","$21,302,340",53.3%,"$18,682,060",46.7%,2011.csv,2011
124,Monte Carlo,"$39,782,683","$23,186,769",58.3%,"$16,595,914",41.7%,2011.csv,2011
125,Mars Needs Moms,"$39,233,678","$21,392,758",54.5%,"$17,840,920",45.5%,2011.csv,2011
126,Don't Be Afraid of the Dark,"$38,269,529","$24,046,682",62.8%,"$14,222,847",37.2%,2011.csv,2011
127,Jumping the Broom,"$38,158,601","$37,295,394",97.7%,"$863,207",2.3%,2011.csv,2011
128,One for the Money,"$38,080,789","$26,414,527",69.4%,"$11,666,262",30.6%,2011.csv,2011
129,The Eagle,"$37,989,684","$19,490,041",51.3%,"$18,499,643",48.7%,2011.csv,2011
130,A Very Harold & Kumar 3D Christmas,"$36,192,775","$35,061,031",96.9%,"$1,131,744",3.1%,2011.csv,2011
131,Ra.One,"$35,911,689","$2,511,689",7%,"$33,400,000",93%,2011.csv,2011
132,Courageous,"$35,185,884","$34,522,221",98.1%,"$663,663",1.9%,2011.csv,2011
133,My Week with Marilyn,"$35,057,696","$14,600,347",41.6%,"$20,457,349",58.4%,2011.csv,2011
134,The Sitter,"$34,942,188","$30,441,326",87.1%,"$4,500,862",12.9%,2011.csv,2011
135,Jane Eyre,"$34,710,627","$11,242,660",32.4%,"$23,467,967",67.6%,2011.csv,2011
136,The Skin I Live In,"$33,678,406","$3,185,812",9.5%,"$30,492,594",90.5%,2011.csv,2011
137,The Thing,"$31,505,287","$16,928,670",53.7%,"$14,576,617",46.3%,2011.csv,2011
138,I Don't Know How She Does It,"$31,410,151","$9,662,284",30.8%,"$21,747,867",69.2%,2011.csv,2011
139,African Cats,"$30,857,747","$15,428,747",50%,"$15,429,000",50%,2011.csv,2011
140,Carnage,"$30,722,632","$2,547,047",8.3%,"$28,175,585",91.7%,2011.csv,2011
141,A Dangerous Method,"$30,519,436","$5,704,709",18.7%,"$24,814,727",81.3%,2011.csv,2011
142,What's Your Number?,"$30,426,096","$14,011,084",46%,"$16,415,012",54%,2011.csv,2011
143,The Rum Diary,"$30,134,958","$13,109,815",43.5%,"$17,025,143",56.5%,2011.csv,2011
144,Your Highness,"$28,013,733","$21,596,445",77.1%,"$6,417,288",22.9%,2011.csv,2011
145,The Women on the 6th Floor,"$27,533,970","$719,823",2.6%,"$26,814,147",97.4%,2011.csv,2011
146,Apollo 18,"$26,236,153","$17,687,709",67.4%,"$8,548,444",32.6%,2011.csv,2011
147,Our Idiot Brother,"$25,804,448","$24,816,118",96.2%,"$988,330",3.8%,2011.csv,2011
148,Warrior,"$23,308,615","$13,657,115",58.6%,"$9,651,500",41.4%,2011.csv,2011
149,Hoodwinked! 2011 Re-release,"$23,167,844","$10,143,779",43.8%,"$13,024,065",56.2%,2011.csv,2011
150,Young Adult,"$22,939,027","$16,311,571",71.1%,"$6,627,456",28.9%,2011.csv,2011
151,A Separation,"$22,926,076","$7,099,055",31%,"$15,827,021",69%,2011.csv,2011
152,The Front Line,"$20,629,645","$11,018",<0.1%,"$20,618,627",99.9%,2011.csv,2011
153,Polisse,"$20,590,872","$211,440",1%,"$20,379,432",99%,2011.csv,2011
154,The Guard,"$19,561,904","$5,360,274",27.4%,"$14,201,630",72.6%,2011.csv,2011
155,Margin Call,"$19,504,039","$5,354,039",27.5%,"$14,150,000",72.5%,2011.csv,2011
156,Shame,"$19,123,767","$3,909,002",20.4%,"$15,214,765",79.6%,2011.csv,2011
157,Headhunters,"$18,962,444","$1,200,010",6.3%,"$17,762,434",93.7%,2011.csv,2011
158,Pina,"$18,705,853","$3,524,826",18.8%,"$15,181,027",81.2%,2011.csv,2011
159,Glee: The 3D Concert Movie,"$18,663,238","$11,862,398",63.6%,"$6,800,840",36.4%,2011.csv,2011
160,We Have a Pope,"$17,877,523","$548,115",3.1%,"$17,329,408",96.9%,2011.csv,2011
161,Melancholia,"$17,039,814","$3,030,848",17.8%,"$14,008,966",82.2%,2011.csv,2011
162,Delhi Belly,"$16,706,074","$1,532,594",9.2%,"$15,173,480",90.8%,2011.csv,2011
163,My Way,"$16,653,488","$70,177",0.4%,"$16,583,311",99.6%,2011.csv,2011
164,Judy Moody and the Not Bummer Summer,"$15,691,640","$15,013,650",95.7%,"$677,990",4.3%,2011.csv,2011
165,The Conspirator,"$15,623,183","$11,538,204",73.9%,"$4,084,979",26.1%,2011.csv,2011
166,Anonymous,"$15,395,087","$4,463,292",29%,"$10,931,795",71%,2011.csv,2011
167,War of the Buttons,"$15,082,409","$47,771",0.3%,"$15,034,638",99.7%,2011.csv,2011
168,Beginners,"$14,311,701","$5,790,894",40.5%,"$8,520,807",59.5%,2011.csv,2011
169,Seeking Justice,"$14,089,528","$411,746",2.9%,"$13,677,782",97.1%,2011.csv,2011
170,The Well-Digger's Daughter,"$13,194,167","$386,368",2.9%,"$12,807,799",97.1%,2011.csv,2011
171,Le Havre,"$12,959,706","$611,709",4.7%,"$12,347,997",95.3%,2011.csv,2011
172,Barney's Version,"$12,104,765","$4,439,201",36.7%,"$7,665,564",63.3%,2011.csv,2011
173,This Must Be the Place,"$11,928,909","$143,979",1.2%,"$11,784,930",98.8%,2011.csv,2011
174,The Warring States,"$11,868,961","$68,961",0.6%,"$11,800,000",99.4%,2011.csv,2011
175,What Women Want,"$11,838,177","$123,526",1%,"$11,714,651",99%,2011.csv,2011
176,Win Win,"$11,789,613","$10,179,275",86.3%,"$1,610,338",13.7%,2011.csv,2011
177,Delicacy,"$11,597,420","$498,584",4.3%,"$11,098,836",95.7%,2011.csv,2011
178,Snow Flower and the Secret Fan,"$11,348,205","$1,348,205",11.9%,"$10,000,000",88.1%,2011.csv,2011
179,Flying Monsters 3D with David Attenborough,"$10,813,862","$5,705,874",52.8%,"$5,107,988",47.2%,2011.csv,2011
180,Prom,"$10,702,246","$10,130,219",94.7%,"$572,027",5.3%,2011.csv,2011
181,3-D Sex and Zen: Extreme Ecstasy,"$10,306,807","$153,215",1.5%,"$10,153,592",98.5%,2011.csv,2011
182,Trespass,"$10,117,966","$24,094",0.2%,"$10,093,872",99.8%,2011.csv,2011
183,Hysteria,"$9,584,256","$1,804,139",18.8%,"$7,780,117",81.2%,2011.csv,2011
184,Saving Private Perez,"$9,330,465","$1,400,726",15%,"$7,929,739",85%,2011.csv,2011
185,We Need to Talk About Kevin,"$9,232,318","$1,738,692",18.8%,"$7,493,626",81.2%,2011.csv,2011
186,My Piece of the Pie,"$9,123,187","$6,850",<0.1%,"$9,116,337",99.9%,2011.csv,2011
187,My Worst Nightmare,"$8,226,544","$21,952",0.3%,"$8,204,592",99.7%,2011.csv,2011
188,Cave of Forgotten Dreams,"$8,183,347","$5,304,920",64.8%,"$2,878,427",35.2%,2011.csv,2011
189,The Big Year,"$8,179,416","$7,204,138",88.1%,"$975,278",11.9%,2011.csv,2011
190,The Company Men,"$8,087,000","$4,441,272",54.9%,"$3,645,728",45.1%,2011.csv,2011
191,The Lady,"$7,832,142","$355,391",4.5%,"$7,476,751",95.5%,2011.csv,2011
192,Cedar Rapids,"$7,728,936","$6,861,102",88.8%,"$867,834",11.2%,2011.csv,2011
193,Kevin Hart: Laugh at My Pain,"$7,706,436","$7,706,436",100%,-,-,2011.csv,2011
194,Declaration of War,"$7,691,610","$59,100",0.8%,"$7,632,510",99.2%,2011.csv,2011
195,Fullmetal Alchemist: The Sacred Star of Milos,"$7,621,364","$177,802",2.3%,"$7,443,562",97.7%,2011.csv,2011
196,Take Me Home Tonight,"$7,550,073","$6,928,068",91.8%,"$622,005",8.2%,2011.csv,2011
197,Albert Nobbs,"$7,532,259","$3,014,696",40%,"$4,517,563",60%,2011.csv,2011
198,Where Do We Go Now?,"$7,507,008","$531,997",7.1%,"$6,975,011",92.9%,2011.csv,2011
199,Even the Rain,"$7,313,485","$518,017",7.1%,"$6,795,468",92.9%,2011.csv,2011
200,The Beaver,"$7,294,800","$970,816",13.3%,"$6,323,984",86.7%,2011.csv,2011
201,Incendies,"$7,099,598","$2,071,334",29.2%,"$5,028,264",70.8%,2011.csv,2011
202,The Kid with a Bike,"$7,011,798","$1,470,000",21%,"$5,541,798",79%,2011.csv,2011
203,11-11-11,"$6,963,872","$32,771",0.5%,"$6,931,101",99.5%,2011.csv,2011
204,Don 2,"$6,913,518","$3,680,306",53.2%,"$3,233,212",46.8%,2011.csv,2011
205,The Awakening,"$6,879,667","$209,696",3%,"$6,669,971",97%,2011.csv,2011
206,A Little Bit of Heaven,"$6,778,388","$15,375",0.2%,"$6,763,013",99.8%,2011.csv,2011
207,The Conquest,"$6,637,166","$74,474",1.1%,"$6,562,692",98.9%,2011.csv,2011
208,Attack the Block,"$6,206,022","$1,024,175",16.5%,"$5,181,847",83.5%,2011.csv,2011
209,Dylan Dog: Dead of Night,"$5,782,515","$1,186,538",20.5%,"$4,595,977",79.5%,2011.csv,2011
210,The Devil's Double,"$5,728,213","$1,361,512",23.8%,"$4,366,701",76.2%,2011.csv,2011
211,Chalet Girl,"$5,468,650","$1,710",<0.1%,"$5,466,940",100%,2011.csv,2011
212,Thank You,"$5,452,347","$463,540",8.5%,"$4,988,807",91.5%,2011.csv,2011
213,Hara-Kiri: Death of a Samurai,"$5,435,358","$75,688",1.4%,"$5,359,670",98.6%,2011.csv,2011
214,Intruders,"$5,348,049","$69,136",1.3%,"$5,278,913",98.7%,2011.csv,2011
215,Zindagi Na Milegi Dobara,"$5,192,743","$3,108,485",59.9%,"$2,084,258",40.1%,2011.csv,2011
216,Oranges and Sunshine,"$5,017,653","$143,480",2.9%,"$4,874,173",97.1%,2011.csv,2011
217,Martha Marcy May Marlene,"$4,778,439","$2,990,625",62.6%,"$1,787,814",37.4%,2011.csv,2011
218,Force,"$4,763,946",-,-,"$4,763,946",100%,2011.csv,2011
219,The Double,"$4,729,855","$137,921",2.9%,"$4,591,934",97.1%,2011.csv,2011
220,Bodyguard,"$4,690,492","$1,834,384",39.1%,"$2,856,108",60.9%,2011.csv,2011
221,Warriors of the Rainbow: Seediq Bale I,"$4,670,432","$136,166",2.9%,"$4,534,266",97.1%,2011.csv,2011
222,Atlas Shrugged: Part I,"$4,627,375","$4,627,375",100%,-,-,2011.csv,2011
223,Simon & the Oaks,"$4,505,573","$150,664",3.3%,"$4,354,909",96.7%,2011.csv,2011
224,Bullhead,"$4,483,147","$151,840",3.4%,"$4,331,307",96.6%,2011.csv,2011
225,Flypaper,"$4,453,634","$5,043",0.1%,"$4,448,591",99.9%,2011.csv,2011
226,Buck,"$4,448,728","$4,038,912",90.8%,"$409,816",9.2%,2011.csv,2011
227,Seven Days in Utopia,"$4,373,074","$4,373,074",100%,-,-,2011.csv,2011
228,There Be Dragons,"$4,372,642","$1,069,334",24.5%,"$3,303,308",75.5%,2011.csv,2011
229,The Rabbi's Cat,"$4,208,573","$23,392",0.6%,"$4,185,181",99.4%,2011.csv,2011
230,From Prada to Nada,"$4,058,694","$3,033,623",74.7%,"$1,025,071",25.3%,2011.csv,2011
231,Submarine,"$3,875,173","$467,602",12.1%,"$3,407,571",87.9%,2011.csv,2011
232,The Trip,"$3,741,198","$2,030,962",54.3%,"$1,710,236",45.7%,2011.csv,2011
233,Take Shelter,"$3,741,098","$1,730,296",46.3%,"$2,010,802",53.7%,2011.csv,2011
234,Like Crazy,"$3,731,489","$3,395,391",91%,"$336,098",9%,2011.csv,2011
235,1911,"$3,680,151","$135,739",3.7%,"$3,544,412",96.3%,2011.csv,2011
236,Special Forces,"$3,424,648","$10,759",0.3%,"$3,413,889",99.7%,2011.csv,2011
237,The King's Speech PG-13 Version,"$3,375,215","$3,344,306",99.1%,"$30,909",0.9%,2011.csv,2011
238,Machine Gun Preacher,"$3,338,690","$538,690",16.1%,"$2,800,000",83.9%,2011.csv,2011
239,Flying Swords of Dragon Gate,"$3,323,381","$170,276",5.1%,"$3,153,105",94.9%,2011.csv,2011
240,Chicken with Plums,"$3,265,941","$253,874",7.8%,"$3,012,067",92.2%,2011.csv,2011
241,Pastorela,"$3,179,022","$161,194",5.1%,"$3,017,828",94.9%,2011.csv,2011
242,The Deep Blue Sea,"$3,115,609","$1,126,525",36.2%,"$1,989,084",63.8%,2011.csv,2011
243,Dhobi Ghat,"$3,082,958","$576,639",18.7%,"$2,506,319",81.3%,2011.csv,2011
244,The Greatest Miracle,"$3,019,382","$555,166",18.4%,"$2,464,216",81.6%,2011.csv,2011
245,Brighton Rock,"$2,913,599","$229,653",7.9%,"$2,683,946",92.1%,2011.csv,2011
246,Starbuck,"$2,865,068","$340,058",11.9%,"$2,525,010",88.1%,2011.csv,2011
247,The Salt of Life,"$2,850,852","$317,405",11.1%,"$2,533,447",88.9%,2011.csv,2011
248,Everything Must Go,"$2,820,490","$2,711,643",96.1%,"$108,847",3.9%,2011.csv,2011
249,The Cup,"$2,660,645",-,-,"$2,660,645",100%,2011.csv,2011
250,Bucky Larson: Born to Be a Star,"$2,530,394","$2,529,395",100%,$999,<0.1%,2011.csv,2011
251,Restless,"$2,518,012","$163,265",6.5%,"$2,354,747",93.5%,2011.csv,2011
252,Footnote,"$2,451,259","$2,007,758",81.9%,"$443,501",18.1%,2011.csv,2011
253,The Grace Card,"$2,430,735","$2,430,735",100%,-,-,2011.csv,2011
254,I Wish,"$2,371,548","$145,808",6.1%,"$2,225,740",93.9%,2011.csv,2011
255,Desi Boyz,"$2,355,293","$1,078,826",45.8%,"$1,276,467",54.2%,2011.csv,2011
256,Terraferma,"$2,343,302","$19,996",0.9%,"$2,323,306",99.1%,2011.csv,2011
257,Ready,"$2,332,914","$955,148",40.9%,"$1,377,766",59.1%,2011.csv,2011
258,Elena,"$2,227,905","$233,380",10.5%,"$1,994,525",89.5%,2011.csv,2011
259,Bill Cunningham: New York,"$2,210,382","$1,510,026",68.3%,"$700,356",31.7%,2011.csv,2011
260,Henry's Crime,"$2,169,799","$102,541",4.7%,"$2,067,258",95.3%,2011.csv,2011
261,The Eye of the Storm,"$2,104,689","$83,566",4%,"$2,021,123",96%,2011.csv,2011
262,Once Upon a Time in Anatolia,"$2,099,472","$152,408",7.3%,"$1,947,064",92.7%,2011.csv,2011
263,"The Butcher, the Chef, and the Swordsman","$2,089,266","$47,896",2.3%,"$2,041,370",97.7%,2011.csv,2011
264,Beloved,"$1,971,858","$137,515",7%,"$1,834,343",93%,2011.csv,2011
265,Another Earth,"$1,938,783","$1,321,194",68.1%,"$617,589",31.9%,2011.csv,2011
266,The Art of Getting By,"$1,892,130","$1,430,241",75.6%,"$461,889",24.4%,2011.csv,2011
267,The Mighty Macs,"$1,891,936","$1,891,936",100%,-,-,2011.csv,2011
268,Red Lips,"$1,889,869","$136,163",7.2%,"$1,753,706",92.8%,2011.csv,2011
269,Red State,"$1,874,460","$1,104,682",58.9%,"$769,778",41.1%,2011.csv,2011
270,The Whistleblower,"$1,870,392","$1,124,966",60.1%,"$745,426",39.9%,2011.csv,2011
271,A Better Life,"$1,863,506","$1,759,252",94.4%,"$104,254",5.6%,2011.csv,2011
272,The Monk,"$1,809,527","$13,472",0.7%,"$1,796,055",99.3%,2011.csv,2011
273,Tales of the Night,"$1,762,194","$10,975",0.6%,"$1,751,219",99.4%,2011.csv,2011
274,"Turn Me On, Dammit!","$1,743,743","$126,085",7.2%,"$1,617,658",92.8%,2011.csv,2011
275,Wuthering Heights,"$1,742,215","$100,915",5.8%,"$1,641,300",94.2%,2011.csv,2011
276,The Hunter,"$1,680,778","$176,669",10.5%,"$1,504,109",89.5%,2011.csv,2011
277,Vanishing on 7th Street,"$1,671,196","$22,729",1.4%,"$1,648,467",98.6%,2011.csv,2011
278,Rockstar,"$1,651,601","$986,697",59.7%,"$664,904",40.3%,2011.csv,2011
279,Yamla Pagla Deewana,"$1,597,269","$993,031",62.2%,"$604,238",37.8%,2011.csv,2011
280,I Am,"$1,591,034","$1,591,034",100%,-,-,2011.csv,2011
281,Dum Maaro Dum,"$1,508,912","$564,489",37.4%,"$944,423",62.6%,2011.csv,2011
282,Mausam,"$1,473,341","$728,316",49.4%,"$745,025",50.6%,2011.csv,2011
283,Violeta Went to Heaven,"$1,466,032","$21,496",1.5%,"$1,444,536",98.5%,2011.csv,2011
284,Mere Brother Ki Dulhan,"$1,427,275","$496,172",34.8%,"$931,103",65.2%,2011.csv,2011
285,Black Butterflies,"$1,416,573",-,-,"$1,416,573",100%,2011.csv,2011
286,"Oslo, August 31st","$1,386,378","$101,475",7.3%,"$1,284,903",92.7%,2011.csv,2011
287,House of Tolerance,"$1,384,443","$19,327",1.4%,"$1,365,116",98.6%,2011.csv,2011
288,A Good Old Fashioned Orgy,"$1,369,485","$200,227",14.6%,"$1,169,258",85.4%,2011.csv,2011
289,The Oscar Nominated Short Films 2011: Live Action,"$1,352,152","$1,352,152",100%,-,-,2011.csv,2011
290,Unforgivable,"$1,351,146","$154,189",11.4%,"$1,196,957",88.6%,2011.csv,2011
291,The Snowtown Murders,"$1,349,387","$8,452",0.6%,"$1,340,935",99.4%,2011.csv,2011
292,Texas Killing Fields,"$1,271,319","$45,469",3.6%,"$1,225,850",96.4%,2011.csv,2011
293,The Ledge,"$1,247,188","$9,216",0.7%,"$1,237,972",99.3%,2011.csv,2011
294,Casablanca 2011 Re-release,"$1,226,808","$1,155,330",94.2%,"$71,478",5.8%,2011.csv,2011
295,Tomboy,"$1,221,392","$129,834",10.6%,"$1,091,558",89.4%,2011.csv,2011
296,Meek's Cutoff,"$1,205,257","$977,772",81.1%,"$227,485",18.9%,2011.csv,2011
297,In the Land of Blood and Honey,"$1,203,699","$303,877",25.2%,"$899,822",74.8%,2011.csv,2011
298,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest","$1,200,326","$1,200,326",100%,-,-,2011.csv,2011
299,The First Grader,"$1,194,710","$332,000",27.8%,"$862,710",72.2%,2011.csv,2011
300,Free Men,"$1,192,651","$53,810",4.5%,"$1,138,841",95.5%,2011.csv,2011
301,Kill the Irishman,"$1,188,194","$1,188,194",100%,-,-,2011.csv,2011
302,Double Dhamaal,"$1,172,240","$543,646",46.4%,"$628,594",53.6%,2011.csv,2011
303,Weekend,"$1,128,477","$484,592",42.9%,"$643,885",57.1%,2011.csv,2011
304,The Mill and the Cross,"$1,116,180","$312,187",28%,"$803,993",72%,2011.csv,2011
305,The Heart Specialist,"$1,103,037","$1,103,037",100%,-,-,2011.csv,2011
306,The Son of No One,"$1,091,132","$30,680",2.8%,"$1,060,452",97.2%,2011.csv,2011
307,Page One: Inside the New York Times,"$1,077,982","$1,067,028",99%,"$10,954",1%,2011.csv,2011
308,Aarakshan,"$1,048,507","$651,096",62.1%,"$397,411",37.9%,2011.csv,2011
309,Sidewalls,"$1,008,116","$2,377",0.2%,"$1,005,739",99.8%,2011.csv,2011
310,Blackthorn,"$987,883","$200,558",20.3%,"$787,325",79.7%,2011.csv,2011
311,The Road,"$942,041","$92,476",9.8%,"$849,565",90.2%,2011.csv,2011
312,Perfect Sense,"$933,352","$2,959",0.3%,"$930,393",99.7%,2011.csv,2011
313,Sholem Aleichem: Laughing in the Darkness,"$906,666","$906,666",100%,-,-,2011.csv,2011
314,The Future,"$887,172","$568,662",64.1%,"$318,510",35.9%,2011.csv,2011
315,Happythankyoumoreplease,"$853,862","$216,110",25.3%,"$637,752",74.7%,2011.csv,2011
316,Higher Ground 2011 Re-release,"$843,370","$841,733",99.8%,"$1,637",0.2%,2011.csv,2011
317,Chillar Party,"$832,150","$6,330",0.8%,"$825,820",99.2%,2011.csv,2011
318,The Lord of the Rings: The Return of the King 2011 Re-release,"$818,580","$818,580",100%,-,-,2011.csv,2011
319,Breathing,"$807,436","$4,630",0.6%,"$802,806",99.4%,2011.csv,2011
320,Pariah,"$769,552","$769,552",100%,-,-,2011.csv,2011
321,The Lord of the Rings: The Fellowship of the Ring 2011 Re-release,"$768,580","$768,580",100%,-,-,2011.csv,2011
322,The Lord of the Rings: The Two Towers 2011 Re-release,"$764,607","$764,607",100%,-,-,2011.csv,2011
323,Hobo with a Shotgun,"$748,453","$703,372",94%,"$45,081",6%,2011.csv,2011
324,Forks Over Knives,"$739,561","$739,561",100%,-,-,2011.csv,2011
325,Tabloid,"$731,925","$696,921",95.2%,"$35,004",4.8%,2011.csv,2011
326,Singham,"$722,451","$350,864",48.6%,"$371,587",51.4%,2011.csv,2011
327,Gerhard Richter Painting,"$713,188","$242,646",34%,"$470,542",66%,2011.csv,2011
328,The Polar Express 2011 IMAX Release,"$711,168","$711,168",100%,-,-,2011.csv,2011
329,The Greatest Movie Ever Sold,"$698,249","$638,476",91.4%,"$59,773",8.6%,2011.csv,2011
330,Tyrannosaur,"$676,111","$22,321",3.3%,"$653,790",96.7%,2011.csv,2011
331,Another Happy Day,"$659,937","$8,464",1.3%,"$651,473",98.7%,2011.csv,2011
332,The Woman in the Fifth,"$659,769","$113,800",17.2%,"$545,969",82.8%,2011.csv,2011
333,Terri,"$655,802","$655,802",100%,-,-,2011.csv,2011
334,Rascals,"$652,756","$273,829",41.9%,"$378,927",58.1%,2011.csv,2011
335,The Last Lions,"$635,325","$635,325",100%,-,-,2011.csv,2011
336,A Beautiful Life,"$634,784","$66,171",10.4%,"$568,613",89.6%,2011.csv,2011
337,No One Killed Jessica,"$634,297","$440,525",69.5%,"$193,772",30.5%,2011.csv,2011
338,Sleepless Night,"$624,913","$3,358",0.5%,"$621,555",99.5%,2011.csv,2011
339,Project Nim,"$609,880","$411,184",67.4%,"$198,696",32.6%,2011.csv,2011
340,Life in a Day,"$607,169","$252,788",41.6%,"$354,381",58.4%,2011.csv,2011
341,Trust,"$595,802","$120,016",20.1%,"$475,786",79.9%,2011.csv,2011
342,Starry Starry Night,"$589,299","$10,033",1.7%,"$579,266",98.3%,2011.csv,2011
343,Margaret,"$564,864","$46,495",8.2%,"$518,369",91.8%,2011.csv,2011
344,Circumstance,"$555,511","$454,121",81.7%,"$101,390",18.3%,2011.csv,2011
345,Creature,"$533,235","$508,714",95.4%,"$24,521",4.6%,2011.csv,2011
346,"Love, Wedding, Marriage","$515,823","$1,926",0.4%,"$513,897",99.6%,2011.csv,2011
347,Goodbye First Love,"$514,913","$95,000",18.4%,"$419,913",81.6%,2011.csv,2011
348,Bol,"$509,872","$188,850",37%,"$321,022",63%,2011.csv,2011
349,Bride Flight 2011 Re-release,"$501,360","$501,360",100%,-,-,2011.csv,2011
350,Pearl Jam Twenty,"$471,334","$471,334",100%,-,-,2011.csv,2011
351,The Perfect Host,"$450,885","$48,764",10.8%,"$402,121",89.2%,2011.csv,2011
352,Kill List,"$450,275","$29,063",6.5%,"$421,212",93.5%,2011.csv,2011
